m1,m2,th,v0,lHS,lS,mu3,Tc,xi_c,status,error_msg
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.017819871684297106,0.0,158.83213806277536,0.15089618312162137,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.025698823858631776,0.0,158.83223305103235,0.15080157321998705,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.037061408713675144,0.0,158.83236742987972,0.15087777454085985,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.053447894090325264,0.0,158.83255628622163,0.150958518197238,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.07707956825819613,0.0,158.83281906286228,0.15090203252339962,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.11115984912014257,0.0,158.83318020391133,0.1508951470196426,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.16030852709270269,0.0,158.83366890951373,0.15093076670235092,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.23118800593959307,0.0,158.8343182325709,0.150873336434825,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.33340643233168515,0.0,158.83516318216977,0.1509111787681464,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.48082013886649244,0.0,158.8362381280353,0.15089773226587053,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,0.6934119546607862,0.0,158.83757360300248,0.150909787737657,success,
125.2,42.142857142857146,0.0,246.22,0.0031622776601683794,1.0,0.0,158.83919257521433,0.15090089490963107,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.005107826490150657,0.0,158.8071336243175,0.15085914190827332,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.007446180420928514,0.0,158.80720214365348,0.15084419601456084,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.010855028644362536,0.0,158.80730143652585,0.15079403393532725,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.015824441553786303,0.0,158.80744485242548,0.15087133315330162,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.023068842901602892,0.0,158.8076512328981,0.15090460824214205,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.03362971837015642,0.0,158.80794658887447,0.15086554784271686,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.0490253439446438,0.0,158.80836615048028,0.1508368544331629,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.0714690596702563,0.0,158.80895619023852,0.15084126195342065,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.10418746874918562,0.0,158.80977527424096,0.15088093520203358,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.1518843076213039,0.0,158.81089406850168,0.15086266723599054,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.22141667494713174,0.0,158.8123929947124,0.15092841539708088,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.3227808370228716,0.0,158.81435758837358,0.15087455305230976,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.4705493331704249,0.0,158.8168720384482,0.15085492569201314,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,0.6859659854325322,0.0,158.82001119312878,0.1508553578982559,success,
125.2,42.142857142857146,0.0,246.22,0.0071968567300115215,1.0,0.0,158.82383131259957,0.15084584636898038,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.003445737729978905,0.0,158.74870770040815,0.15076341265094848,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.00516643097317988,0.0,158.74883364319152,0.1507835367353089,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.00774638440076396,0.0,158.74902148355358,0.15087739933195093,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.01161468557228509,0.0,158.74930082580778,0.1506462785197599,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.017414694903307843,0.0,158.7497145309802,0.15078708588005732,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.02611104680258943,0.0,158.75032411089802,0.15074118394546251,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.03915008381786309,0.0,158.7512151734558,0.15092330736952606,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.05870040655718583,0.0,158.75250349444005,0.15075692725460493,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.08801354668892715,0.0,158.75433996713772,0.15073803654614573,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.13196474871460126,0.0,158.75691039763518,0.1507339555080163,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.19786380118117394,0.0,158.76042999172256,0.15071507650889993,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.2966707715446993,0.0,158.76513021500904,0.1507266842314982,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.4448188408567849,0.0,158.77124024444998,0.1507529078692844,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,0.6669474048654698,0.0,158.77896490596754,0.1507723061928448,success,
125.2,42.142857142857146,0.0,246.22,0.016378937069540647,1.0,0.0,158.78845836259148,0.1507108729547571,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.0008785841021862025,0.0,158.6036779766156,0.15063992974658097,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.0014523942821221283,0.0,158.6038053860577,0.15058462635476533,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.0024009643988458914,0.0,158.60401532063764,0.15058945793656825,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.0039690531114612805,0.0,158.60436057535912,0.1504712860976629,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.006561272882335502,0.0,158.60492615192967,0.15062454882898504,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.010846491751938636,0.0,158.60584843159157,0.15065248569933384,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.017930420733087437,0.0,158.60733953177254,0.15065218072413997,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.029640919388342228,0.0,158.6097198619572,0.1506567727806948,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.048999636721570615,0.0,158.61345005349781,0.15062121983821283,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.08100168444134666,0.0,158.6191494982658,0.15060694059220273,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.13390452095835845,0.0,158.6275840438255,0.1505881218494861,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.22135861564793602,0.0,158.63961518597577,0.1505688089151305,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.3659296666824901,0.0,158.6561238035998,0.15050736958792632,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,0.6049212070034329,0.0,158.67792460314487,0.15054356869738525,success,
125.2,42.142857142857146,0.0,246.22,0.037275937203149416,1.0,0.0,158.70565685768213,0.15047270109958086,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.0013318117512514259,0.0,,,meta_stable,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.0021371735093711707,0.0,95.12520883476978,2.3285962650513867,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.0034295467094850774,0.0,114.95847868578768,1.7248087482842942,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.005503432725965539,0.0,125.88866035061095,1.426777036006086,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.008831421273680798,0.0,132.4643444183942,1.2487382803120783,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.014171882458968044,0.0,136.5269024404526,1.13616899576234,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.022741781442286283,0.0,142.26780392765275,0.30794819757751424,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.03649399609869308,0.0,146.4429808343263,0.2110121851848295,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.05856233183100787,0.0,148.99434017069242,0.1842259345537655,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.09397564191683289,0.0,150.5710400582075,0.1748104774504902,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.150803784575475,0.0,151.5534697987526,0.17037386410455907,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.24199655334530662,0.0,152.16817274774462,0.1679017398855574,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.38833462963721765,0.0,152.5539454797889,0.16643449265741384,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,0.6231650099590137,0.0,152.7970616486275,0.16556677047735582,success,
125.2,42.142857142857146,0.0,246.22,0.08483428982440726,1.0,0.0,152.95140419449476,0.16498822028604182,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.03497157095360779,0.0,,,meta_stable,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.0444360542862084,0.0,74.6811315289804,3.153259420197554,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.05646194513670131,0.0,92.41805263691495,2.417235586943471,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.07174244652971612,0.0,104.15284394288638,2.031548295734686,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.09115836554351268,0.0,113.51677479479574,0.9422824440753643,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.11582888527676143,0.0,123.8816123295463,0.421515162533586,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.1471760774171969,0.0,131.43242995307858,0.2998976367848694,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.18700687408116254,0.0,,,no_transition,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.23761722398997365,0.0,141.07560183281896,0.21349591808438198,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.30192443681078995,0.0,144.17011668675178,0.19574255548141684,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.3836353443273925,0.0,146.51388965707127,0.18583503069211335,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.48745997167969984,0.0,148.29551566647686,0.1796142625501982,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.6193830352273076,0.0,149.65084197890758,0.1753340361628078,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,0.7870089168664531,0.0,150.6797573519155,0.17228159858156783,success,
125.2,42.142857142857146,0.0,246.22,0.19306977288832497,1.0,0.0,151.457002448082,0.16998342156076113,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.28042425552107497,0.0,,,meta_stable,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.3070840927609927,0.0,55.348158670976076,4.38185310710988,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.33627847153098683,0.0,68.54264788357379,3.4721251241283784,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.3682483498200305,0.0,77.87791649277669,2.994030876007761,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.40325759340998985,0.0,85.27546762829846,2.676291477597859,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.44159515371159264,0.0,92.67304904701236,0.9858601819439864,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.4835774526465104,0.0,100.37226206965076,0.6484359451410852,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.5295509942593583,0.0,106.88499270008215,0.4984915251456095,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.5798952246147461,0.0,112.44422435959764,0.4118359546401847,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.6350256635837561,0.0,117.2354493402723,0.3555021119861638,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.6953973343682808,0.0,121.39770489185968,0.3160108022375317,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.7615085190690556,0.0,125.0367630616805,0.287296070507288,success,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.8339048712942506,0.0,,,no_transition,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,0.9131839197523414,0.0,,,no_transition,
125.2,42.142857142857146,0.0,246.22,0.4393970560760795,1.0,0.0,133.5552758025931,0.23312445554129696,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.009188750103697131,0.0,158.85109915080488,0.15096371041019388,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.012845118747072847,0.0,158.85109927694566,0.15094726231563263,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.017956422121003703,0.0,158.8510994573334,0.15097892618611544,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.025101604877039187,0.0,158.85109969592952,0.1509475051918211,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.03508998413809718,0.0,158.85110002946195,0.15093120421326123,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.04905291884098639,0.0,158.8511004925062,0.15093717816656532,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.06857195595617271,0.0,158.85110115893565,0.15080953742762154,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.09585796838915968,0.0,158.85110196769722,0.15091248388137882,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.13400157506911514,0.0,158.85110309743143,0.15092156680426086,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.18732320768686714,0.0,158.85110459877032,0.15099545613301968,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.2618624752731339,0.0,158.8511069155225,0.15131760372146397,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.36606225572860573,0.0,158.8511089982771,0.15093905535417254,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.5117249996561961,0.0,158.85111209248635,0.15093075694041463,success,
125.2,45.714285714285715,0.0,246.22,1e-05,0.7153495646578641,0.0,158.8511158880839,0.15097340029213172,success,
125.2,45.714285714285715,0.0,246.22,1e-05,1.0,0.0,158.8511204348311,0.15092100557170113,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.009185348997014686,0.0,158.85102438559574,0.15094210426852633,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.012840703825472354,0.0,158.85102467400503,0.15095299709448248,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.01795072509352545,0.0,158.85102507404628,0.15093846266779293,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.025094304468273248,0.0,158.85102562778718,0.1509252012279958,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.035080706404084505,0.0,158.85102640891375,0.1508473360073929,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.04904124612680519,0.0,158.85102743726773,0.1509554696183363,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.06855745132286911,0.0,158.85102886328855,0.1509298893424871,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.09584022640318983,0.0,158.85103105230044,0.1512561997782367,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.13398031606741884,0.0,158.8510334775358,0.1511358553749494,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.18729844207596738,0.0,158.8510367646887,0.1509540145449776,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.2618347786732486,0.0,158.85104117478414,0.15095785215697105,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.3660332171639874,0.0,158.8510467992826,0.1509193454603943,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.5116979369444914,0.0,158.85105383994093,0.1509573930282554,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,0.7153306486824756,0.0,158.85106247069257,0.15092200179861934,success,
125.2,45.714285714285715,0.0,246.22,2.2758459260747865e-05,1.0,0.0,158.85107282994363,0.15089188882797286,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.009177610948998697,0.0,158.85085421725105,0.15089927572695427,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.012830658755317288,0.0,158.8508548723398,0.15094153782591735,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.017937762344715787,0.0,158.8508557821039,0.15093654027422596,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.02507769274139242,0.0,158.8508570446708,0.1509286879069428,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.03505959445476479,0.0,158.85085878120802,0.1509586229806833,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.04901468312927121,0.0,158.85086116588667,0.1509814049020645,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.06852444244221308,0.0,158.8508644077029,0.15093894335248792,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.09579984837669996,0.0,158.8508687964533,0.15092196988943993,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.1339319317590685,0.0,158.8508746566532,0.15091890691179943,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.18724207447783953,0.0,158.85088238840413,0.15089527013092568,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.26177173728692166,0.0,158.8508924227414,0.15096065414644005,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.3659671184123903,0.0,158.8509052269432,0.15093202692577132,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.511636333040297,0.0,158.85092125137967,0.15093310424115958,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,0.7152875876459043,0.0,158.85094089787762,0.1509286148470524,success,
125.2,45.714285714285715,0.0,246.22,5.1794746792312125e-05,1.0,0.0,158.85096448161806,0.15088171266884468,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.009160012498988792,0.0,158.8504668636994,0.15093043971979717,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.012807811248894251,0.0,158.85046836008934,0.15089591222646073,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.017908275671611917,0.0,158.8504704291013,0.15096651182404516,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.025039901923768197,0.0,158.85047329253302,0.15093910342953062,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.03501156112678352,0.0,158.85047736249416,0.15071386121728828,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.0489542417644593,0.0,158.85048266524768,0.15093930987675358,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.06844932672538895,0.0,158.85049005196768,0.15094187696235326,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.09570795420960995,0.0,158.85050003094483,0.15093765206342596,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.1338218056656385,0.0,158.8505133688381,0.15094062018244284,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.18711376519856449,0.0,158.85053096091545,0.15092483940364443,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.26162822234114763,0.0,158.85055380890418,0.1509044476227034,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.3658166284706568,0.0,158.85058296005118,0.1509194191206876,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.51149606287942,0.0,158.8506194458029,0.15094213626168967,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,0.7151895293412928,0.0,158.85066418117145,0.15094251645906473,success,
125.2,45.714285714285715,0.0,246.22,0.00011787686347935866,1.0,0.0,158.8507178658779,0.1509063914304081,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.009120024094966272,0.0,158.8495849371348,0.15084694672701476,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.012755883911710607,0.0,158.84958832722788,0.15102584181711975,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.017841243912814383,0.0,158.84959300901343,0.15095315344866433,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.024953973127986067,0.0,158.849599521384,0.15092789120012787,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.034902318353766754,0.0,158.84960850307948,0.15094558599421593,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.048816748347841034,0.0,158.84962083971104,0.15101376281345488,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.06827841334497636,0.0,158.84963925892148,0.15014620588363992,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.09549881724380817,0.0,158.84966033854957,0.15096371135894865,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.13357111930658658,0.0,158.84969069095823,0.1509397701166718,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.186821621751249,0.0,158.84973074448894,0.15097186591269934,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.26130138412372855,0.0,158.84978276109356,0.15094986129195553,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.36547382848377324,0.0,158.84984915837651,0.15090411423283775,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.5111764706280295,0.0,158.84993229917052,0.15082264074953278,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,0.7149660625708254,0.0,158.85003419267238,0.15093510794769732,success,
125.2,45.714285714285715,0.0,246.22,0.0002682695795279727,1.0,0.0,158.85015651235125,0.15093376643290393,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.00902934273141042,0.0,158.84757570187958,0.15088233833010006,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.012638068345000806,0.0,158.847583376717,0.15098259646081835,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.017689080616830496,0.0,158.8475952526301,0.15024945687651559,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.024758813176738545,0.0,158.8476087983555,0.15091326822993825,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.03465408085355194,0.0,158.84762918244755,0.15092195181866097,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.0485041553176221,0.0,158.84765717616824,0.15092090962113455,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.06788964027117943,0.0,158.84769536238883,0.15091755138085705,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.09502285373219656,0.0,158.8477470078088,0.15091351202702982,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.13300030307044602,0.0,158.84781612492702,0.15103183327100161,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.18615606585215524,0.0,158.8479072996298,0.15094092504665912,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.2605564051624513,0.0,158.84802584070343,0.15096560327452418,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.36469206609199223,0.0,158.84817720569606,0.15097579539983721,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.5104472599225618,0.0,158.8483667532921,0.15090529958820398,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,0.7144559188099445,0.0,158.8485992876307,0.15098903640673236,success,
125.2,45.714285714285715,0.0,246.22,0.0006105402296585327,1.0,0.0,158.84887842188104,0.15093974434294535,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.008824654857347255,0.0,158.84299239020558,0.15088770148175693,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.012371820353443565,0.0,158.84300965011897,0.15090873821679388,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.01734480739838156,0.0,158.8430336740557,0.15092063418779192,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.02431674039004419,0.0,158.84306701685327,0.1509375431176615,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.03409111727882205,0.0,158.84311311835353,0.1509266886146788,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.047794410709513985,0.0,158.84317653095397,0.15091698264128778,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.06700589119408984,0.0,158.84326317259462,0.1509152561620262,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.093939634113335,0.0,158.84338053610628,0.15091730019403463,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.1316996864019864,0.0,158.84353777652038,0.1509247485075716,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.18463780024367174,0.0,158.84374564770135,0.1508771716544478,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.25885496169494177,0.0,158.8440161805952,0.1509434894828764,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.3629045141658979,0.0,158.84436208457458,0.15111385987993337,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.5087779099911294,0.0,158.8447954645295,0.15093049684965842,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,0.7132866955096872,0.0,158.8453276449902,0.15084156770795248,success,
125.2,45.714285714285715,0.0,246.22,0.0013894954943731374,1.0,0.0,158.8459668678032,0.15095543995982388,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.008367564603387383,0.0,158.8325057511144,0.1509096145658788,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.011775649066882641,0.0,158.83254400601885,0.1508930366314593,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.016571836313069976,0.0,158.83259745639538,0.15091180453648348,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.023321496524512694,0.0,158.83267192067018,0.15091339488036015,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.03282027349702323,0.0,158.832775287961,0.1508977499879516,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.04618787440536744,0.0,158.83291802462094,0.15089684757530933,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.0650000598648115,0.0,158.8331138154125,0.1509862422967649,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.0914743931567047,0.0,158.83337998782167,0.15099716929377285,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.12873164456756533,0.0,158.83373786357927,0.15079485153231548,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.1811636649469844,0.0,158.83421249574275,0.15088450257535768,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.25495109308416686,0.0,158.8348320337538,0.15089169104312447,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.3587919237769509,0.0,158.83562604256645,0.15092364518500764,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.5049268195334516,0.0,158.83662351385743,0.1509115946511406,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,0.7105820287155112,0.0,158.83785027826568,0.1509015092074285,success,
125.2,45.714285714285715,0.0,246.22,0.0031622776601683794,1.0,0.0,158.83932595589374,0.15088653952936587,success,
125.2,45.714285714285715,0.0,246.22,0.0071968567300115215,0.007372606673238179,0.0,158.80834296193578,0.15092143556863438,success,
125.2,45.714285714285715,0.0,246.22,0.0071968567300115215,0.01046969056327888,0.0,158.8084246025759,0.1509067672079534,success,
125.2,45.714285714285715,0.0,246.22,0.0071968567300115215,0.014867797150863914,0.0,158.80853974181224,0.15092071867752593,success,
